映射编号,问题编号,指标编号,指标名称,本指标观察含义,本问题机制,支持证据组合,反向证据组合,替代解释,本问题边界,共享证据组,来源编号
MAP0368,S3,C016,企业发明专利产业化平均收益,补充进入市场后的收益信息。,产业升级需有投入来源、上下游联系及最终需求承接。,投入产出联系、工业分项和进出口结构提供匹配证据。,高技术占比上升但配套、订单或盈利证据弱。,价格、加工贸易、外需周期、再出口和分类重叠。,技术产业分类与行业门类有重叠，不得相加为经济总量。,EG-C_S06,C_S06
MAP0369,S3,C017,企业发明专利研发获取比例,区分内部/合作研发与技术权利购买。,产业升级需有投入来源、上下游联系及最终需求承接。,投入产出联系、工业分项和进出口结构提供匹配证据。,高技术占比上升但配套、订单或盈利证据弱。,价格、加工贸易、外需周期、再出口和分类重叠。,技术产业分类与行业门类有重叠，不得相加为经济总量。,EG-C_S06,C_S06
MAP0370,S3,C018,规模以上工业企业新产品销售收入,检验新产品获得销售市场规模。,产业升级需有投入来源、上下游联系及最终需求承接。,投入产出联系、工业分项和进出口结构提供匹配证据。,高技术占比上升但配套、订单或盈利证据弱。,价格、加工贸易、外需周期、再出口和分类重叠。,技术产业分类与行业门类有重叠，不得相加为经济总量。,EG-C_S13,C_S13
MAP0371,S3,C019,有R&D活动的规模以上工业企业比重,衡量企业开展研发活动的扩散面。,产业升级需有投入来源、上下游联系及最终需求承接。,投入产出联系、工业分项和进出口结构提供匹配证据。,高技术占比上升但配套、订单或盈利证据弱。,价格、加工贸易、外需周期、再出口和分类重叠。,技术产业分类与行业门类有重叠，不得相加为经济总量。,EG-C_S13,C_S13
MAP0372,S3,C052,清洁能源消费占比,跟踪能源投入组合转变。,产业升级需有投入来源、上下游联系及最终需求承接。,投入产出联系、工业分项和进出口结构提供匹配证据。,高技术占比上升但配套、订单或盈利证据弱。,价格、加工贸易、外需周期、再出口和分类重叠。,技术产业分类与行业门类有重叠，不得相加为经济总量。,EG-C_S02,C_S02
MAP0373,S3,C059,技术合同成交额,观察登记技术市场活动的规模，为成果转化提供交易环节证据。,产业升级需有投入来源、上下游联系及最终需求承接。,投入产出联系、工业分项和进出口结构提供匹配证据。,高技术占比上升但配套、订单或盈利证据弱。,价格、加工贸易、外需周期、再出口和分类重叠。,技术产业分类与行业门类有重叠，不得相加为经济总量。,EG-C_S02,C_S02
MAP0374,S3,E003,规上工业出口交货值,从工业企业交货端观察外需相关名义活动。,产业升级需有投入来源、上下游联系及最终需求承接。,投入产出联系、工业分项和进出口结构提供匹配证据。,高技术占比上升但配套、订单或盈利证据弱。,价格、加工贸易、外需周期、再出口和分类重叠。,技术产业分类与行业门类有重叠，不得相加为经济总量。,EG-E_S01,E_S01
MAP0375,S3,E004,规上工业主要产品产量（产品家族）,用实物量检验名义收入与价格变化，观察产品结构。,产业升级需有投入来源、上下游联系及最终需求承接。,投入产出联系、工业分项和进出口结构提供匹配证据。,高技术占比上升但配套、订单或盈利证据弱。,价格、加工贸易、外需周期、再出口和分类重叠。,技术产业分类与行业门类有重叠，不得相加为经济总量。,EG-E_S01,E_S01
MAP0376,S3,R017,按地区和主要行业分法人单位数,观察经济主体存量在地区和行业的分布。,产业升级需有投入来源、上下游联系及最终需求承接。,投入产出联系、工业分项和进出口结构提供匹配证据。,高技术占比上升但配套、订单或盈利证据弱。,价格、加工贸易、外需周期、再出口和分类重叠。,技术产业分类与行业门类有重叠，不得相加为经济总量。,EG-R_REGION_UNITS,R_REGION_UNITS
MAP0377,S4,A059,居民消费价格指数CPI及涨跌幅,居民消费价格与实际购买力的总体价格证据。,新增资本与产能应结合利用和经营结果检验可持续性。,相关投资、产能利用、销售和利润在合理项目期内同步改善。,投资持续上升而利用率、价格或利润承压。,学习期、公共品外部收益、替代旧产能和周期冲击。,基建社会收益与企业财务收益不同，不能用工业利润率评价全部公共项目。,EG-A_S25,A_S25
MAP0378,S4,A060,核心CPI（不包括食品和能源）及涨跌幅,辅助识别食品和能源直接波动之外的价格走势。,新增资本与产能应结合利用和经营结果检验可持续性。,相关投资、产能利用、销售和利润在合理项目期内同步改善。,投资持续上升而利用率、价格或利润承压。,学习期、公共品外部收益、替代旧产能和周期冲击。,基建社会收益与企业财务收益不同，不能用工业利润率评价全部公共项目。,EG-A_S25,A_S25
MAP0379,S4,A061,服务CPI及涨跌幅,服务消费价格变化，与住户服务支出量价分离配套。,新增资本与产能应结合利用和经营结果检验可持续性。,相关投资、产能利用、销售和利润在合理项目期内同步改善。,投资持续上升而利用率、价格或利润承压。,学习期、公共品外部收益、替代旧产能和周期冲击。,基建社会收益与企业财务收益不同，不能用工业利润率评价全部公共项目。,EG-A_S25,A_S25
MAP0380,S4,A062,工业生产者出厂价格指数PPI及涨跌幅,工业销售价格环境，配合产量、收入和盈利分析。,新增资本与产能应结合利用和经营结果检验可持续性。,相关投资、产能利用、销售和利润在合理项目期内同步改善。,投资持续上升而利用率、价格或利润承压。,学习期、公共品外部收益、替代旧产能和周期冲击。,基建社会收益与企业财务收益不同，不能用工业利润率评价全部公共项目。,EG-A_S26,A_S26
MAP0381,S4,A063,工业生产者购进价格指数及涨跌幅,工业中间投入成本的价格变化。,新增资本与产能应结合利用和经营结果检验可持续性。,相关投资、产能利用、销售和利润在合理项目期内同步改善。,投资持续上升而利用率、价格或利润承压。,学习期、公共品外部收益、替代旧产能和周期冲击。,基建社会收益与企业财务收益不同，不能用工业利润率评价全部公共项目。,EG-A_S26,A_S26
MAP0382,S4,B001,规上工业营业收入,市场实现收入规模,新增资本与产能应结合利用和经营结果检验可持续性。,相关投资、产能利用、销售和利润在合理项目期内同步改善。,投资持续上升而利用率、价格或利润承压。,学习期、公共品外部收益、替代旧产能和周期冲击。,基建社会收益与企业财务收益不同，不能用工业利润率评价全部公共项目。,EG-规上工业财务,B_S01
MAP0383,S4,B003,规上工业利润总额,盈利及自筹资金能力线索,新增资本与产能应结合利用和经营结果检验可持续性。,相关投资、产能利用、销售和利润在合理项目期内同步改善。,投资持续上升而利用率、价格或利润承压。,学习期、公共品外部收益、替代旧产能和周期冲击。,基建社会收益与企业财务收益不同，不能用工业利润率评价全部公共项目。,EG-规上工业财务,B_S01
MAP0384,S4,B009,规上工业营业收入利润率,收入转换为税前盈利的比例,新增资本与产能应结合利用和经营结果检验可持续性。,相关投资、产能利用、销售和利润在合理项目期内同步改善。,投资持续上升而利用率、价格或利润承压。,学习期、公共品外部收益、替代旧产能和周期冲击。,基建社会收益与企业财务收益不同，不能用工业利润率评价全部公共项目。,EG-规上工业财务,B_S01
MAP0385,S4,B012,规上工业产成品存货周转天数,成品库存资金周转,新增资本与产能应结合利用和经营结果检验可持续性。,相关投资、产能利用、销售和利润在合理项目期内同步改善。,投资持续上升而利用率、价格或利润承压。,学习期、公共品外部收益、替代旧产能和周期冲击。,基建社会收益与企业财务收益不同，不能用工业利润率评价全部公共项目。,EG-规上工业财务,B_S01
MAP0386,S4,B013,规上工业每百元资产实现营业收入,名义资产利用效率线索,新增资本与产能应结合利用和经营结果检验可持续性。,相关投资、产能利用、销售和利润在合理项目期内同步改善。,投资持续上升而利用率、价格或利润承压。,学习期、公共品外部收益、替代旧产能和周期冲击。,基建社会收益与企业财务收益不同，不能用工业利润率评价全部公共项目。,EG-规上工业财务,B_S01
MAP0387,S4,B015,固定资产投资（不含农户）,观察投资建设投入,新增资本与产能应结合利用和经营结果检验可持续性。,相关投资、产能利用、销售和利润在合理项目期内同步改善。,投资持续上升而利用率、价格或利润承压。,学习期、公共品外部收益、替代旧产能和周期冲击。,基建社会收益与企业财务收益不同，不能用工业利润率评价全部公共项目。,EG-B_S02,B_S02
MAP0388,S4,B016,设备工器具购置投资增速,设备更新投入信号,新增资本与产能应结合利用和经营结果检验可持续性。,相关投资、产能利用、销售和利润在合理项目期内同步改善。,投资持续上升而利用率、价格或利润承压。,学习期、公共品外部收益、替代旧产能和周期冲击。,基建社会收益与企业财务收益不同，不能用工业利润率评价全部公共项目。,EG-B_S02,B_S02
MAP0389,S4,B017,房地产开发投资,开发建设投入,新增资本与产能应结合利用和经营结果检验可持续性。,相关投资、产能利用、销售和利润在合理项目期内同步改善。,投资持续上升而利用率、价格或利润承压。,学习期、公共品外部收益、替代旧产能和周期冲击。,基建社会收益与企业财务收益不同，不能用工业利润率评价全部公共项目。,EG-B_S03,B_S03
MAP0390,S4,C049,全国发电装机容量,观察电力供给物理能力及结构。,新增资本与产能应结合利用和经营结果检验可持续性。,相关投资、产能利用、销售和利润在合理项目期内同步改善。,投资持续上升而利用率、价格或利润承压。,学习期、公共品外部收益、替代旧产能和周期冲击。,基建社会收益与企业财务收益不同，不能用工业利润率评价全部公共项目。,EG-C_S09,C_S09
MAP0391,S4,C050,发电设备累计平均利用小时,辅助观察发电设备使用程度。,新增资本与产能应结合利用和经营结果检验可持续性。,相关投资、产能利用、销售和利润在合理项目期内同步改善。,投资持续上升而利用率、价格或利润承压。,学习期、公共品外部收益、替代旧产能和周期冲击。,基建社会收益与企业财务收益不同，不能用工业利润率评价全部公共项目。,EG-C_S09,C_S09
MAP0392,S4,E001,规上工业增加值实际增长,衡量工业产出变化，与利用率和利润共同验证需求传导。,新增资本与产能应结合利用和经营结果检验可持续性。,相关投资、产能利用、销售和利润在合理项目期内同步改善。,投资持续上升而利用率、价格或利润承压。,学习期、公共品外部收益、替代旧产能和周期冲击。,基建社会收益与企业财务收益不同，不能用工业利润率评价全部公共项目。,EG-E_S01,E_S01
MAP0393,S4,E005,规上工业产能利用率,验证产出增长是否伴随产能使用改善。,新增资本与产能应结合利用和经营结果检验可持续性。,相关投资、产能利用、销售和利润在合理项目期内同步改善。,投资持续上升而利用率、价格或利润承压。,学习期、公共品外部收益、替代旧产能和周期冲击。,基建社会收益与企业财务收益不同，不能用工业利润率评价全部公共项目。,EG-E_S02,E_S02
MAP0394,D1,A007,资本形成总额对GDP增长的拉动,拆解实际GDP增长的需求来源。,资本形成、生产扩张与销售和利润之间的关系体现再生产的经营约束。,积累扩张同时有收入、利润和库存周转支撑。,生产及投资增长而利润、回款和需求不足。,价格周期、会计变化、公共投资以及产业阶段差异。,工业利润率不是马克思理论的一般利润率，不能跨口径套算。,EG-国民核算,A_S03
MAP0395,D1,B001,规上工业营业收入,市场实现收入规模,资本形成、生产扩张与销售和利润之间的关系体现再生产的经营约束。,积累扩张同时有收入、利润和库存周转支撑。,生产及投资增长而利润、回款和需求不足。,价格周期、会计变化、公共投资以及产业阶段差异。,工业利润率不是马克思理论的一般利润率，不能跨口径套算。,EG-规上工业财务,B_S01
MAP0396,D1,B002,规上工业营业成本,经营成本压力,资本形成、生产扩张与销售和利润之间的关系体现再生产的经营约束。,积累扩张同时有收入、利润和库存周转支撑。,生产及投资增长而利润、回款和需求不足。,价格周期、会计变化、公共投资以及产业阶段差异。,工业利润率不是马克思理论的一般利润率，不能跨口径套算。,EG-规上工业财务,B_S01
MAP0397,D1,B003,规上工业利润总额,盈利及自筹资金能力线索,资本形成、生产扩张与销售和利润之间的关系体现再生产的经营约束。,积累扩张同时有收入、利润和库存周转支撑。,生产及投资增长而利润、回款和需求不足。,价格周期、会计变化、公共投资以及产业阶段差异。,工业利润率不是马克思理论的一般利润率，不能跨口径套算。,EG-规上工业财务,B_S01
MAP0398,D1,B006,规上工业所有者权益合计,账面损失缓冲,资本形成、生产扩张与销售和利润之间的关系体现再生产的经营约束。,积累扩张同时有收入、利润和库存周转支撑。,生产及投资增长而利润、回款和需求不足。,价格周期、会计变化、公共投资以及产业阶段差异。,工业利润率不是马克思理论的一般利润率，不能跨口径套算。,EG-规上工业财务,B_S01
MAP0399,D1,B007,规上工业应收账款,收入到回款之间资金占用,资本形成、生产扩张与销售和利润之间的关系体现再生产的经营约束。,积累扩张同时有收入、利润和库存周转支撑。,生产及投资增长而利润、回款和需求不足。,价格周期、会计变化、公共投资以及产业阶段差异。,工业利润率不是马克思理论的一般利润率，不能跨口径套算。,EG-规上工业财务,B_S01
MAP0400,D1,B008,规上工业产成品存货,已完工库存占款,资本形成、生产扩张与销售和利润之间的关系体现再生产的经营约束。,积累扩张同时有收入、利润和库存周转支撑。,生产及投资增长而利润、回款和需求不足。,价格周期、会计变化、公共投资以及产业阶段差异。,工业利润率不是马克思理论的一般利润率，不能跨口径套算。,EG-规上工业财务,B_S01
MAP0401,D1,B009,规上工业营业收入利润率,收入转换为税前盈利的比例,资本形成、生产扩张与销售和利润之间的关系体现再生产的经营约束。,积累扩张同时有收入、利润和库存周转支撑。,生产及投资增长而利润、回款和需求不足。,价格周期、会计变化、公共投资以及产业阶段差异。,工业利润率不是马克思理论的一般利润率，不能跨口径套算。,EG-规上工业财务,B_S01
MAP0402,D1,B012,规上工业产成品存货周转天数,成品库存资金周转,资本形成、生产扩张与销售和利润之间的关系体现再生产的经营约束。,积累扩张同时有收入、利润和库存周转支撑。,生产及投资增长而利润、回款和需求不足。,价格周期、会计变化、公共投资以及产业阶段差异。,工业利润率不是马克思理论的一般利润率，不能跨口径套算。,EG-规上工业财务,B_S01
MAP0403,D1,B015,固定资产投资（不含农户）,观察投资建设投入,资本形成、生产扩张与销售和利润之间的关系体现再生产的经营约束。,积累扩张同时有收入、利润和库存周转支撑。,生产及投资增长而利润、回款和需求不足。,价格周期、会计变化、公共投资以及产业阶段差异。,工业利润率不是马克思理论的一般利润率，不能跨口径套算。,EG-B_S02,B_S02
MAP0404,D1,E001,规上工业增加值实际增长,衡量工业产出变化，与利用率和利润共同验证需求传导。,资本形成、生产扩张与销售和利润之间的关系体现再生产的经营约束。,积累扩张同时有收入、利润和库存周转支撑。,生产及投资增长而利润、回款和需求不足。,价格周期、会计变化、公共投资以及产业阶段差异。,工业利润率不是马克思理论的一般利润率，不能跨口径套算。,EG-E_S01,E_S01
MAP0405,D1,E002,规上工业产品销售率,观察生产与销售衔接，需联合库存和回款。,资本形成、生产扩张与销售和利润之间的关系体现再生产的经营约束。,积累扩张同时有收入、利润和库存周转支撑。,生产及投资增长而利润、回款和需求不足。,价格周期、会计变化、公共投资以及产业阶段差异。,工业利润率不是马克思理论的一般利润率，不能跨口径套算。,EG-E_S01,E_S01
MAP0406,D1,R008,机构部门总储蓄,连接部门收入、支出与资金余缺；需结合相邻账户解释变化。,资本形成、生产扩张与销售和利润之间的关系体现再生产的经营约束。,积累扩张同时有收入、利润和库存周转支撑。,生产及投资增长而利润、回款和需求不足。,价格周期、会计变化、公共投资以及产业阶段差异。,工业利润率不是马克思理论的一般利润率，不能跨口径套算。,EG-资金流量,R_FOF
MAP0407,D1,R009,机构部门资本形成总额,连接部门收入、支出与资金余缺；需结合相邻账户解释变化。,资本形成、生产扩张与销售和利润之间的关系体现再生产的经营约束。,积累扩张同时有收入、利润和库存周转支撑。,生产及投资增长而利润、回款和需求不足。,价格周期、会计变化、公共投资以及产业阶段差异。,工业利润率不是马克思理论的一般利润率，不能跨口径套算。,EG-资金流量,R_FOF
MAP0408,D2,A011,全员劳动生产率,观察每位就业者的平均实际产出。,生产率收益在劳动报酬、利润与其他收入间的分配影响增长的受益范围。,同范围实际工资/劳动报酬和劳动生产率在可比期间共同改善。,平均工资上涨但中位收入较弱，或就业覆盖收缩。,行业组成、自雇混合收入、税费与社保、就业单位样本。,不能用城镇单位工资对全国劳动生产率直接推断劳动报酬份额变化。,EG-国民核算,A_S03
MAP0409,D2,A014,居民人均可支配收入,观察家庭消费预算基础。,生产率收益在劳动报酬、利润与其他收入间的分配影响增长的受益范围。,同范围实际工资/劳动报酬和劳动生产率在可比期间共同改善。,平均工资上涨但中位收入较弱，或就业覆盖收缩。,行业组成、自雇混合收入、税费与社保、就业单位样本。,不能用城镇单位工资对全国劳动生产率直接推断劳动报酬份额变化。,EG-住户调查,A_S04
MAP0410,D2,A015,居民人均可支配收入实际增速,检验购买力变化。,生产率收益在劳动报酬、利润与其他收入间的分配影响增长的受益范围。,同范围实际工资/劳动报酬和劳动生产率在可比期间共同改善。,平均工资上涨但中位收入较弱，或就业覆盖收缩。,行业组成、自雇混合收入、税费与社保、就业单位样本。,不能用城镇单位工资对全国劳动生产率直接推断劳动报酬份额变化。,EG-住户调查,A_S04
MAP0411,D2,A027,全国企业就业人员周平均工作时间,辅助判断劳动强度。,生产率收益在劳动报酬、利润与其他收入间的分配影响增长的受益范围。,同范围实际工资/劳动报酬和劳动生产率在可比期间共同改善。,平均工资上涨但中位收入较弱，或就业覆盖收缩。,行业组成、自雇混合收入、税费与社保、就业单位样本。,不能用城镇单位工资对全国劳动生产率直接推断劳动报酬份额变化。,EG-劳动力调查,A_S07
MAP0412,D2,A028,全国就业人员年末人数,劳动投入人数规模。,生产率收益在劳动报酬、利润与其他收入间的分配影响增长的受益范围。,同范围实际工资/劳动报酬和劳动生产率在可比期间共同改善。,平均工资上涨但中位收入较弱，或就业覆盖收缩。,行业组成、自雇混合收入、税费与社保、就业单位样本。,不能用城镇单位工资对全国劳动生产率直接推断劳动报酬份额变化。,EG-A_S03,A_S03
MAP0413,D2,C034,居民人均可支配收入中位数,与平均值对照识别收入分布偏斜。,生产率收益在劳动报酬、利润与其他收入间的分配影响增长的受益范围。,同范围实际工资/劳动报酬和劳动生产率在可比期间共同改善。,平均工资上涨但中位收入较弱，或就业覆盖收缩。,行业组成、自雇混合收入、税费与社保、就业单位样本。,不能用城镇单位工资对全国劳动生产率直接推断劳动报酬份额变化。,EG-住户调查,C_S04
MAP0414,D2,C037,收入中位数与平均数之比,辅助观察均值受高收入端影响的程度。,生产率收益在劳动报酬、利润与其他收入间的分配影响增长的受益范围。,同范围实际工资/劳动报酬和劳动生产率在可比期间共同改善。,平均工资上涨但中位收入较弱，或就业覆盖收缩。,行业组成、自雇混合收入、税费与社保、就业单位样本。,不能用城镇单位工资对全国劳动生产率直接推断劳动报酬份额变化。,EG-住户调查,C_S04
MAP0415,D2,C039,居民人均工资性收入,拆分居民可支配收入来源及城乡差别。,生产率收益在劳动报酬、利润与其他收入间的分配影响增长的受益范围。,同范围实际工资/劳动报酬和劳动生产率在可比期间共同改善。,平均工资上涨但中位收入较弱，或就业覆盖收缩。,行业组成、自雇混合收入、税费与社保、就业单位样本。,不能用城镇单位工资对全国劳动生产率直接推断劳动报酬份额变化。,EG-住户调查,C_S04
MAP0416,D2,C056,城镇非私营单位就业人员年平均工资,观察单位就业人员劳动收入水平及行业、登记类型或岗位差异。,生产率收益在劳动报酬、利润与其他收入间的分配影响增长的受益范围。,同范围实际工资/劳动报酬和劳动生产率在可比期间共同改善。,平均工资上涨但中位收入较弱，或就业覆盖收缩。,行业组成、自雇混合收入、税费与社保、就业单位样本。,不能用城镇单位工资对全国劳动生产率直接推断劳动报酬份额变化。,EG-城镇单位工资,C_S15
MAP0417,D2,C057,城镇私营单位就业人员年平均工资,观察单位就业人员劳动收入水平及行业、登记类型或岗位差异。,生产率收益在劳动报酬、利润与其他收入间的分配影响增长的受益范围。,同范围实际工资/劳动报酬和劳动生产率在可比期间共同改善。,平均工资上涨但中位收入较弱，或就业覆盖收缩。,行业组成、自雇混合收入、税费与社保、就业单位样本。,不能用城镇单位工资对全国劳动生产率直接推断劳动报酬份额变化。,EG-城镇单位工资,C_S15
MAP0418,D2,C058,规模以上企业就业人员分岗位年平均工资,观察单位就业人员劳动收入水平及行业、登记类型或岗位差异。,生产率收益在劳动报酬、利润与其他收入间的分配影响增长的受益范围。,同范围实际工资/劳动报酬和劳动生产率在可比期间共同改善。,平均工资上涨但中位收入较弱，或就业覆盖收缩。,行业组成、自雇混合收入、税费与社保、就业单位样本。,不能用城镇单位工资对全国劳动生产率直接推断劳动报酬份额变化。,EG-城镇单位工资,C_S15
MAP0419,D2,R002,机构部门劳动者报酬,连接部门收入、支出与资金余缺；需结合相邻账户解释变化。,生产率收益在劳动报酬、利润与其他收入间的分配影响增长的受益范围。,同范围实际工资/劳动报酬和劳动生产率在可比期间共同改善。,平均工资上涨但中位收入较弱，或就业覆盖收缩。,行业组成、自雇混合收入、税费与社保、就业单位样本。,不能用城镇单位工资对全国劳动生产率直接推断劳动报酬份额变化。,EG-资金流量,R_FOF
MAP0420,D2,R015,国内劳动者报酬占增加值比重,国内生产过程中支付的劳动者报酬占增加值比例，保留统计劳动报酬定义。比较变化需同时看分子与分母。,生产率收益在劳动报酬、利润与其他收入间的分配影响增长的受益范围。,同范围实际工资/劳动报酬和劳动生产率在可比期间共同改善。,平均工资上涨但中位收入较弱，或就业覆盖收缩。,行业组成、自雇混合收入、税费与社保、就业单位样本。,不能用城镇单位工资对全国劳动生产率直接推断劳动报酬份额变化。,EG-资金流量,R_FOF
MAP0421,D3,A014,居民人均可支配收入,观察家庭消费预算基础。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-住户调查,A_S04
MAP0422,D3,A015,居民人均可支配收入实际增速,检验购买力变化。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-住户调查,A_S04
MAP0423,D3,A016,居民人均消费支出,需求端住户消费水平。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-住户调查,A_S04
MAP0424,D3,A017,居民人均消费支出实际增速,核对名义增长是否对应实际消费扩张。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-住户调查,A_S04
MAP0425,D3,A018,居民人均分消费类别支出,检查家庭开支的结构变化。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-住户调查,A_S04
MAP0426,D3,A019,居民服务性消费支出占人均消费支出比重,观察住户消费商品/服务结构。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-住户调查,A_S07
MAP0427,D3,A056,住户调查消费支出与可支配收入之比,描述住户调查支出相对收入的比例。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-住户调查,A_S04
MAP0428,D3,C021,年末人口数,提供人均指标与长期劳动供给边界。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-C_S02,C_S02
MAP0429,D3,C022,年末分年龄人口,识别劳动力年龄基础和养老/教育需求。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-C_S02,C_S02
MAP0430,D3,C023,人口出生率,观察人口自然变动与未来年龄队列。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-C_S02,C_S02
MAP0431,D3,C024,人口自然增长率,观察人口自然变动与未来年龄队列。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-C_S02,C_S02
MAP0432,D3,C034,居民人均可支配收入中位数,与平均值对照识别收入分布偏斜。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-住户调查,C_S04
MAP0433,D3,C035,全国居民五等份组人均可支配收入,观察不同收入家庭组的收入水平。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-住户调查,C_S02
MAP0434,D3,C036,五等份高低收入组均值比,给出可复算的尾部组均值差距。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-住户调查,C_S02
MAP0435,D3,C037,收入中位数与平均数之比,辅助观察均值受高收入端影响的程度。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-住户调查,C_S04
MAP0436,D3,C038,城乡居民人均可支配收入比,观察常住地收入组间平均差距。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-住户调查,C_S04
MAP0437,D3,C039,居民人均工资性收入,拆分居民可支配收入来源及城乡差别。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-住户调查,C_S04
MAP0438,D3,C040,居民人均经营净收入,拆分居民可支配收入来源及城乡差别。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-住户调查,C_S04
