记录类型,记录编号,问题编号,指标编号,维度编号,维度/层级,覆盖状态,已核验成员/分类,来源编号,覆盖依据,限制/版本,核验性质
覆盖检查,CV02504,D3,C035,DIM-FIRM,企业类型,不适用,,C_S02,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02505,D3,C035,DIM-HH,居民群体,已覆盖,低收入；中间偏下；中间；中间偏上；高收入,C_S02,正文与注64。,只核验全国分组，不外推31省或地级。,已读原表/定义；仅所列范围
覆盖检查,CV02506,D3,C035,DIM-SEC,机构部门,无稳定公开数据,,C_S02,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02507,D3,C036,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S02,第九部分两组原值：103778/10150=10.2244。,,已读原表/定义；仅所列范围
覆盖检查,CV02508,D3,C036,DIM-PROV,省级,无稳定公开数据,,C_S02,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02509,D3,C036,DIM-PREF,地级,无稳定公开数据,,C_S02,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02510,D3,C036,DIM-IND,行业,无稳定公开数据,,C_S02,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02511,D3,C036,DIM-FIRM,企业类型,不适用,,C_S02,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02512,D3,C036,DIM-HH,居民群体,部分覆盖,全国五等份高低组之间的均值对比,C_S02,按公式指定两个组的均值进行一次对比,输入组不是该比率输出的独立分组；不能为高/低组或城/乡各造一个比率。,已读原表/定义；仅所列范围
覆盖检查,CV02513,D3,C036,DIM-SEC,机构部门,无稳定公开数据,,C_S02,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02514,D2,C037,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S04,第一部分：2025全国83.5%、城镇90.5%、农村84.7%。,,已读原表/定义；仅所列范围
覆盖检查,CV02515,D3,C037,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S04,第一部分：2025全国83.5%、城镇90.5%、农村84.7%。,,已读原表/定义；仅所列范围
覆盖检查,CV02516,D2,C037,DIM-PROV,省级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02517,D3,C037,DIM-PROV,省级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02518,D2,C037,DIM-PREF,地级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02519,D3,C037,DIM-PREF,地级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02520,D2,C037,DIM-IND,行业,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02521,D3,C037,DIM-IND,行业,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02522,D2,C037,DIM-FIRM,企业类型,不适用,,C_S04,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02523,D3,C037,DIM-FIRM,企业类型,不适用,,C_S04,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02524,D2,C037,DIM-HH,居民群体,已覆盖,全国居民；城镇常住居民；农村常住居民,C_S04,表1、2逐项发布。,非户籍分组；不能推断省级五等份覆盖。,已读原表/定义；仅所列范围
覆盖检查,CV02525,D3,C037,DIM-HH,居民群体,已覆盖,全国居民；城镇常住居民；农村常住居民,C_S04,表1、2逐项发布。,非户籍分组；不能推断省级五等份覆盖。,已读原表/定义；仅所列范围
覆盖检查,CV02526,D2,C037,DIM-SEC,机构部门,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02527,D3,C037,DIM-SEC,机构部门,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02528,D3,C038,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S04,表1：2025年56502/24456=2.31035。,,已读原表/定义；仅所列范围
覆盖检查,CV02529,D3,C038,DIM-PROV,省级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02530,D3,C038,DIM-PREF,地级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02531,D3,C038,DIM-IND,行业,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02532,D3,C038,DIM-FIRM,企业类型,不适用,,C_S04,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02533,D3,C038,DIM-HH,居民群体,部分覆盖,全国城镇与农村之间的均值对比,C_S04,按公式指定两个组的均值进行一次对比,输入组不是该比率输出的独立分组；不能为高/低组或城/乡各造一个比率。,已读原表/定义；仅所列范围
覆盖检查,CV02534,D3,C038,DIM-SEC,机构部门,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02535,K3,C039,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S04,表1、2及C_S12定义：2025全国24555、城镇34373、农村10402元。,,已读原表/定义；仅所列范围
覆盖检查,CV02536,D2,C039,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S04,表1、2及C_S12定义：2025全国24555、城镇34373、农村10402元。,,已读原表/定义；仅所列范围
覆盖检查,CV02537,D3,C039,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S04,表1、2及C_S12定义：2025全国24555、城镇34373、农村10402元。,,已读原表/定义；仅所列范围
覆盖检查,CV02538,K3,C039,DIM-PROV,省级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02539,D2,C039,DIM-PROV,省级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02540,D3,C039,DIM-PROV,省级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02541,K3,C039,DIM-PREF,地级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02542,D2,C039,DIM-PREF,地级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02543,D3,C039,DIM-PREF,地级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02544,K3,C039,DIM-IND,行业,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02545,D2,C039,DIM-IND,行业,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02546,D3,C039,DIM-IND,行业,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02547,K3,C039,DIM-FIRM,企业类型,不适用,,C_S04,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02548,D2,C039,DIM-FIRM,企业类型,不适用,,C_S04,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02549,D3,C039,DIM-FIRM,企业类型,不适用,,C_S04,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02550,K3,C039,DIM-HH,居民群体,已覆盖,全国居民；城镇常住居民；农村常住居民,C_S04,表1、2逐项发布。,非户籍分组；不能推断省级五等份覆盖。,已读原表/定义；仅所列范围
覆盖检查,CV02551,D2,C039,DIM-HH,居民群体,已覆盖,全国居民；城镇常住居民；农村常住居民,C_S04,表1、2逐项发布。,非户籍分组；不能推断省级五等份覆盖。,已读原表/定义；仅所列范围
覆盖检查,CV02552,D3,C039,DIM-HH,居民群体,已覆盖,全国居民；城镇常住居民；农村常住居民,C_S04,表1、2逐项发布。,非户籍分组；不能推断省级五等份覆盖。,已读原表/定义；仅所列范围
覆盖检查,CV02553,K3,C039,DIM-SEC,机构部门,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02554,D2,C039,DIM-SEC,机构部门,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02555,D3,C039,DIM-SEC,机构部门,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02556,K3,C040,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S04,表1、2及C_S12定义：2025全国7252、城镇6592、农村8204元。,,已读原表/定义；仅所列范围
覆盖检查,CV02557,D3,C040,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S04,表1、2及C_S12定义：2025全国7252、城镇6592、农村8204元。,,已读原表/定义；仅所列范围
覆盖检查,CV02558,K3,C040,DIM-PROV,省级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02559,D3,C040,DIM-PROV,省级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02560,K3,C040,DIM-PREF,地级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02561,D3,C040,DIM-PREF,地级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02562,K3,C040,DIM-IND,行业,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02563,D3,C040,DIM-IND,行业,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02564,K3,C040,DIM-FIRM,企业类型,不适用,,C_S04,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02565,D3,C040,DIM-FIRM,企业类型,不适用,,C_S04,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02566,K3,C040,DIM-HH,居民群体,已覆盖,全国居民；城镇常住居民；农村常住居民,C_S04,表1、2逐项发布。,非户籍分组；不能推断省级五等份覆盖。,已读原表/定义；仅所列范围
覆盖检查,CV02567,D3,C040,DIM-HH,居民群体,已覆盖,全国居民；城镇常住居民；农村常住居民,C_S04,表1、2逐项发布。,非户籍分组；不能推断省级五等份覆盖。,已读原表/定义；仅所列范围
覆盖检查,CV02568,K3,C040,DIM-SEC,机构部门,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02569,D3,C040,DIM-SEC,机构部门,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02570,K3,C041,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S04,表1、2及C_S12定义：2025全国3490、城镇5481、农村618元。,,已读原表/定义；仅所列范围
覆盖检查,CV02571,D3,C041,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S04,表1、2及C_S12定义：2025全国3490、城镇5481、农村618元。,,已读原表/定义；仅所列范围
覆盖检查,CV02572,K3,C041,DIM-PROV,省级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02573,D3,C041,DIM-PROV,省级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02574,K3,C041,DIM-PREF,地级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02575,D3,C041,DIM-PREF,地级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02576,K3,C041,DIM-IND,行业,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02577,D3,C041,DIM-IND,行业,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02578,K3,C041,DIM-FIRM,企业类型,不适用,,C_S04,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02579,D3,C041,DIM-FIRM,企业类型,不适用,,C_S04,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02580,K3,C041,DIM-HH,居民群体,已覆盖,全国居民；城镇常住居民；农村常住居民,C_S04,表1、2逐项发布。,非户籍分组；不能推断省级五等份覆盖。,已读原表/定义；仅所列范围
覆盖检查,CV02581,D3,C041,DIM-HH,居民群体,已覆盖,全国居民；城镇常住居民；农村常住居民,C_S04,表1、2逐项发布。,非户籍分组；不能推断省级五等份覆盖。,已读原表/定义；仅所列范围
覆盖检查,CV02582,K3,C041,DIM-SEC,机构部门,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02583,D3,C041,DIM-SEC,机构部门,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02584,K3,C042,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S04,表1、2及C_S12定义：2025全国8080、城镇10056、农村5232元。,,已读原表/定义；仅所列范围
覆盖检查,CV02585,K4,C042,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S04,表1、2及C_S12定义：2025全国8080、城镇10056、农村5232元。,,已读原表/定义；仅所列范围
覆盖检查,CV02586,D3,C042,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S04,表1、2及C_S12定义：2025全国8080、城镇10056、农村5232元。,,已读原表/定义；仅所列范围
覆盖检查,CV02587,K3,C042,DIM-PROV,省级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02588,K4,C042,DIM-PROV,省级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02589,D3,C042,DIM-PROV,省级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02590,K3,C042,DIM-PREF,地级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02591,K4,C042,DIM-PREF,地级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02592,D3,C042,DIM-PREF,地级,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02593,K3,C042,DIM-IND,行业,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02594,K4,C042,DIM-IND,行业,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02595,D3,C042,DIM-IND,行业,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02596,K3,C042,DIM-FIRM,企业类型,不适用,,C_S04,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02597,K4,C042,DIM-FIRM,企业类型,不适用,,C_S04,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02598,D3,C042,DIM-FIRM,企业类型,不适用,,C_S04,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02599,K3,C042,DIM-HH,居民群体,已覆盖,全国居民；城镇常住居民；农村常住居民,C_S04,表1、2逐项发布。,非户籍分组；不能推断省级五等份覆盖。,已读原表/定义；仅所列范围
覆盖检查,CV02600,K4,C042,DIM-HH,居民群体,已覆盖,全国居民；城镇常住居民；农村常住居民,C_S04,表1、2逐项发布。,非户籍分组；不能推断省级五等份覆盖。,已读原表/定义；仅所列范围
覆盖检查,CV02601,D3,C042,DIM-HH,居民群体,已覆盖,全国居民；城镇常住居民；农村常住居民,C_S04,表1、2逐项发布。,非户籍分组；不能推断省级五等份覆盖。,已读原表/定义；仅所列范围
覆盖检查,CV02602,K3,C042,DIM-SEC,机构部门,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02603,K4,C042,DIM-SEC,机构部门,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02604,D3,C042,DIM-SEC,机构部门,无稳定公开数据,,C_S04,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02605,S2,C043,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S02,第九部分：2025年107599，职工54680、居民52919。,,已读原表/定义；仅所列范围
覆盖检查,CV02606,D3,C043,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S02,第九部分：2025年107599，职工54680、居民52919。,,已读原表/定义；仅所列范围
覆盖检查,CV02607,S2,C043,DIM-PROV,省级,无稳定公开数据,,C_S02,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02608,D3,C043,DIM-PROV,省级,无稳定公开数据,,C_S02,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02609,S2,C043,DIM-PREF,地级,无稳定公开数据,,C_S02,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02610,D3,C043,DIM-PREF,地级,无稳定公开数据,,C_S02,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02611,S2,C043,DIM-IND,行业,无稳定公开数据,,C_S02,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02612,D3,C043,DIM-IND,行业,无稳定公开数据,,C_S02,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02613,S2,C043,DIM-FIRM,企业类型,不适用,,C_S02,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02614,D3,C043,DIM-FIRM,企业类型,不适用,,C_S02,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02615,S2,C043,DIM-HH,居民群体,已覆盖,城镇职工养老；城乡居民养老,C_S02,第九部分。,人社2025正式公报本轮网页正文无法读取，采用统计局初步口径。,已读原表/定义；仅所列范围
覆盖检查,CV02616,D3,C043,DIM-HH,居民群体,已覆盖,城镇职工养老；城乡居民养老,C_S02,第九部分。,人社2025正式公报本轮网页正文无法读取，采用统计局初步口径。,已读原表/定义；仅所列范围
覆盖检查,CV02617,S2,C043,DIM-SEC,机构部门,无稳定公开数据,,C_S02,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02618,D3,C043,DIM-SEC,机构部门,无稳定公开数据,,C_S02,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02619,S2,C044,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S07,正式公报2025年133069.39，职工38856.12、居民94213.27。,,已读原表/定义；仅所列范围
覆盖检查,CV02620,D3,C044,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S07,正式公报2025年133069.39，职工38856.12、居民94213.27。,,已读原表/定义；仅所列范围
覆盖检查,CV02621,S2,C044,DIM-PROV,省级,无稳定公开数据,,C_S07,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02622,D3,C044,DIM-PROV,省级,无稳定公开数据,,C_S07,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02623,S2,C044,DIM-PREF,地级,无稳定公开数据,,C_S07,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02624,D3,C044,DIM-PREF,地级,无稳定公开数据,,C_S07,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
